"Date","Category","Net worth","Assets","Real estate","Consumer durables","Corporate equities and mutual fund shares","Pension entitlements","Private businesses","Other assets","Liabilities","Home mortgages","Consumer credit","Other liabilities"
"1996:Q1","age40to54",34.8,36.3,36.9,34.6,34.4,41.6,40.3,29.2,45.1,47.8,38.7,37.1
"1996:Q1","ageunder40",9.8,13.6,19,27.6,7,11.7,10,10.1,36.4,35.1,46.2,9
"1996:Q2","age70plus",20.9,18.3,16.8,12.8,21.7,12.8,15.9,27.6,2.8,2.2,2.2,13.3
"1996:Q2","age55to69",34.2,31.6,26.7,24.7,36.9,34.1,33.1,33.2,16,15.2,13.5,38.8
"1996:Q2","age40to54",34.9,36.3,37.3,35.2,34.4,41.3,40.3,29.1,45,47.8,38.4,38.3
"1996:Q2","ageunder40",10,13.7,19.3,27.3,7.1,11.8,10.7,10.1,36.2,34.8,45.9,9.6
"1996:Q3","age70plus",20.7,18.2,16.8,12.6,21.3,12.6,15.6,27.6,2.9,2.4,2.3,13.4
"1996:Q3","age55to69",34.2,31.6,26.5,24.9,36.8,34.5,32.5,33.2,16.2,15.5,13.9,37.4
"1996:Q3","age40to54",34.9,36.4,37.4,35.6,34.6,41.1,40.4,28.9,44.9,47.7,38.2,39.3
"1996:Q3","ageunder40",10.1,13.8,19.3,26.8,7.4,11.7,11.6,10.3,36,34.5,45.6,9.9
"1996:Q4","age70plus",20.8,18.2,17.7,12.6,21.1,12.2,15,27.7,3,2.3,2.5,14.3
"1996:Q4","age55to69",34.4,31.9,27.2,25.6,37,34.2,32.2,33.5,16.4,15.6,14.4,36.9
"1996:Q4","age40to54",34.7,36.2,36.4,35.1,34.4,41.8,40.4,28.6,44.8,47.8,37.8,39.5
"1996:Q4","ageunder40",10.1,13.7,18.7,26.6,7.5,11.8,12.5,10.3,35.8,34.3,45.3,9.3
"1997:Q1","age70plus",20.6,18.1,18.1,12.6,20.8,12.1,14.5,27.1,3,2.4,2.2,14.6
"1997:Q1","age55to69",34.7,32.1,27.5,26,36.9,34.6,33,33.5,16.5,15.8,14.5,35.3
"1997:Q1","age40to54",34.6,36.1,36.1,35.1,34.6,41.5,39.9,28.8,45,47.7,38.1,40.1
"1997:Q1","ageunder40",10.1,13.8,18.3,26.2,7.7,11.8,12.6,10.6,35.5,34.1,45.1,9.9
"1997:Q2","age70plus",20.6,18.1,17.9,12.3,21.2,12.2,14.2,27.5,3.1,2.4,2.3,15.2
"1997:Q2","age55to69",34.5,32,27.2,26,37.6,34,32.4,33.3,16.7,16,14.8,34.4
"1997:Q2","age40to54",34.6,36.1,36.5,35.5,33.6,41.7,40,28.7,44.9,47.7,38,40.3
"1997:Q2","ageunder40",10.3,13.8,18.5,26.2,7.5,12.2,13.4,10.6,35.3,33.8,44.9,10.1
"1997:Q3","age70plus",20.4,18,17.7,12,21.3,12.1,13.9,27.6,3.3,2.5,2.3,16.9
"1997:Q3","age55to69",34.6,32.2,27,26,38,34.1,32.5,33.3,17,16.3,15.2,34.9
"1997:Q3","age40to54",34.7,36.1,36.9,36,33.2,41.6,39.8,28.6,44.8,47.6,37.9,39.5
"1997:Q3","ageunder40",10.3,13.7,18.4,26,7.5,12.2,13.8,10.5,35,33.6,44.6,8.7
"1997:Q4","age70plus",20.6,18.3,18.7,12.2,21.1,12.1,13.6,27.7,3.5,2.8,2.5,16.6
"1997:Q4","age55to69",35,32.6,27.9,26.8,38,34.3,32.9,33.3,17.2,16.6,15.4,33.1
"1997:Q4","age40to54",34.1,35.6,35.7,35.4,33.2,41.3,39.5,28.3,44.6,47.4,37.6,40.7
"1997:Q4","ageunder40",10.2,13.6,17.7,25.7,7.6,12.3,14,10.7,34.7,33.2,44.5,9.7
"1998:Q1","age70plus",20.6,18.4,18.7,11.9,21.4,12.3,13.5,27.7,3.7,3.1,2.3,16.8
"1998:Q1","age55to69",35.2,32.8,27.8,27,38.7,34,33.3,33.4,17.4,16.9,15.4,32.2
"1998:Q1","age40to54",34,35.4,35.8,35.5,32.4,41.2,39.1,28.5,44.6,47.2,37.9,41.1
