"Date","Category","Net worth","Assets","Real estate","Consumer durables","Corporate equities and mutual fund shares","Pension entitlements","Private businesses","Other assets","Liabilities","Home mortgages","Consumer credit","Other liabilities"
"1999:Q2","Black",3.5,3.9,4.6,5.2,1.3,6.5,1.6,3.2,6.3,6.3,7.3,2
"1999:Q2","Hispanic",2.1,2.4,3.5,3,0.9,3,1.5,2.1,4.3,4.1,5.5,2.2
"1999:Q2","Other",3.4,3.6,4.8,3.8,3.4,2.8,3.9,2.5,4.4,4.4,4.1,5.3
"1999:Q3","White",91.3,90.4,87.5,88,94.7,88,93,92.4,84.8,85.1,82.6,91.1
"1999:Q3","Black",3.4,3.8,4.6,5.2,1.3,6.2,1.4,3.1,6.5,6.4,7.7,2
"1999:Q3","Hispanic",2.1,2.4,3.4,3.2,0.9,3,1.4,2,4.4,4.2,5.5,2
"1999:Q3","Other",3.3,3.4,4.6,3.5,3.1,2.8,4.2,2.5,4.3,4.3,4.2,4.9
"1999:Q4","White",91.1,90.2,87.4,88.2,94.1,87.5,93,92,84.6,85,81.7,92.5
"1999:Q4","Black",3.4,3.8,4.6,5.4,1.2,6.5,1.3,3.1,6.6,6.4,8.4,2.3
"1999:Q4","Hispanic",1.9,2.3,3.4,2.9,0.8,3.1,1.3,1.8,4.4,4.2,5.6,1.6
"1999:Q4","Other",3.6,3.7,4.6,3.6,3.9,2.9,4.3,3.2,4.3,4.4,4.3,3.6
"2000:Q1","White",91.1,90.3,87.5,88.2,94.1,87.2,93.9,91.9,84.7,84.8,81.5,93.9
"2000:Q1","Black",3.3,3.8,4.6,5.4,1.1,6.6,1.2,3.3,6.7,6.4,8.9,2.4
"2000:Q1","Hispanic",2,2.3,3.3,2.9,0.8,3.1,1.1,2,4.3,4.2,5.5,1.4
"2000:Q1","Other",3.6,3.7,4.6,3.5,4,3,3.8,2.8,4.3,4.6,4.2,2.3
"2000:Q2","White",91.3,90.4,87.7,87.9,94.5,87.2,94.8,92,84.4,84.7,80.8,93.9
"2000:Q2","Black",3.3,3.8,4.6,5.7,1,6.5,1.1,3.3,6.9,6.4,9.4,2.5
"2000:Q2","Hispanic",2,2.3,3.3,3,0.8,3.2,0.8,2.1,4.4,4.3,5.5,1.2
"2000:Q2","Other",3.4,3.5,4.4,3.4,3.7,3.1,3.4,2.6,4.3,4.5,4.3,2.3
"2000:Q3","White",91.3,90.3,88.2,88.2,94.6,87.1,92.8,92.2,84.1,84.6,79.8,94.4
"2000:Q3","Black",3.2,3.7,4.5,5.6,1,6.5,1,3.2,7.1,6.5,10,2.6
"2000:Q3","Hispanic",2,2.3,3.2,3,0.8,3.2,1.3,1.9,4.5,4.4,5.6,1
"2000:Q3","Other",3.5,3.6,4.2,3.2,3.6,3.2,4.9,2.7,4.4,4.5,4.6,2
"2000:Q4","White",91.3,90.3,87.9,87.4,95.1,87.2,92.5,92.6,83.8,84.8,78.8,93.8
"2000:Q4","Black",3.2,3.8,4.6,6,1,6.4,0.9,3,7.3,6.6,10.5,2.8
"2000:Q4","Hispanic",2,2.4,3.2,3.3,0.9,3.3,1.4,1.7,4.6,4.4,5.7,1
"2000:Q4","Other",3.5,3.6,4.3,3.3,3,3.2,5.2,2.7,4.3,4.2,5,2.4
"2001:Q1","White",91.3,90.2,87.9,86.7,95.5,87.3,92.6,92.8,83.7,84.8,78.8,93.5
"2001:Q1","Black",3.3,3.9,4.6,6.4,1,6.4,1,2.9,7.5,6.6,10.7,2.9
"2001:Q1","Hispanic",2.1,2.4,3.2,3.6,0.9,3.3,1.4,1.7,4.6,4.5,5.7,0.7
"2001:Q1","Other",3.3,3.5,4.3,3.3,2.7,3.1,4.9,2.6,4.2,4.1,4.8,2.9
"2001:Q2","White",91.2,90.2,87.9,87,95.1,86.9,92.8,92.7,83.7,84.8,78.7,94
