"Date","Category","Net worth","Assets","Real estate","Consumer durables","Corporate equities and mutual fund shares","Pension entitlements","Private businesses","Other assets","Liabilities","Home mortgages","Consumer credit","Other liabilities"
"2001:Q1","SomeCollege",7637773,9299728,2686620,713826,1098094,2329802,834562,1636823,1661955,1110184,469883,81889
"2001:Q1","HS",7132731,8561619,2677294,758268,771738,2206686,738850,1408784,1428889,960260,440613,28016
"2001:Q1","NoHS",2130304,2456061,904463,231685,170094,563036,205417,381366,325757,214063,110494,1200
"2001:Q2","College",26354897,30033708,7555085,1569145,6429496,5995515,3383962,5100505,3678810,2694795,745845,238171
"2001:Q2","SomeCollege",7826114,9509744,2728068,714227,1156114,2431042,843561,1636732,1683630,1133458,469809,80363
"2001:Q2","HS",7084799,8576924,2746187,764751,792232,2154961,734938,1383855,1492126,1007847,459546,24733
"2001:Q2","NoHS",2097310,2433296,911569,230656,181730,541077,197111,371153,335986,226101,109050,836
"2001:Q3","College",25680464,29546535,7779222,1594277,5405121,5898469,3455272,5414174,3866071,2815084,766040,284946
"2001:Q3","SomeCollege",7498772,9211831,2776553,704710,969472,2273379,841945,1645772,1713059,1141088,469373,102599
"2001:Q3","HS",7040199,8556680,2824305,788641,646579,2165824,738107,1393224,1516482,1022953,469011,24518
"2001:Q3","NoHS",2137995,2482358,923218,223685,163320,608530,190509,373096,344363,231377,109927,3059
"2001:Q4","College",26963473,30840630,8038097,1625662,6173077,6162884,3458040,5382870,3877157,2836342,801682,239134
"2001:Q4","SomeCollege",7794122,9547471,2832489,721081,1068572,2417944,875739,1631648,1753349,1185520,490734,77095
"2001:Q4","HS",7019888,8591417,2825607,788091,701512,2119176,718447,1438584,1571529,1063415,486220,21894
"2001:Q4","NoHS",2129492,2483131,957800,229426,171460,541188,183176,400080,353639,239658,113192,789
"2002:Q1","College",27398222,31381838,8323232,1645603,6215967,6290124,3477586,5429326,3983616,2948573,799605,235438
"2002:Q1","SomeCollege",7895236,9672788,2891749,731101,1065057,2452338,902184,1630359,1777552,1214155,489184,74213
"2002:Q1","HS",7070846,8636722,2828757,786143,695263,2171833,708533,1446192,1565876,1061082,483014,21780
"2002:Q1","NoHS",2170805,2521809,990862,235424,168051,529814,186460,411198,351004,238597,111713,693
"2002:Q2","College",26987185,31089741,8563463,1669624,5619774,6187013,3525104,5524763,4102556,3069340,818254,214963
"2002:Q2","SomeCollege",7730423,9547343,2958930,738987,964175,2314095,938224,1632933,1816921,1254070,499323,63528
"2002:Q2","HS",7037896,8619920,2854228,793871,623175,2223368,697243,1428034,1582024,1075075,486414,20535
"2002:Q2","NoHS",2218195,2572682,1007940,240491,152909,569780,193000,408562,354487,240644,113653,190
"2002:Q3","College",26106048,30309368,8722186,1698347,4572833,6075450,3583065,5657486,4203320,3168226,833114,201979
"2002:Q3","SomeCollege",7475165,9344291,3065108,739137,792458,2160128,970711,1616749,1869126,1305983,508725,54418
"2002:Q3","HS",7075688,8704528,2941742,819223,503555,2271358,691975,1476675,1628840,1112018,496104,20718
"2002:Q3","NoHS",2270441,2631810,1018744,234062,128630,616186,197740,436449,361369,247394,113665,311
"2002:Q4","College",26942154,31274465,8931747,1722245,4884311,6280615,3666302,5789245,4332310,3278660,855086,198564
"2002:Q4","SomeCollege",7688972,9616315,3149576,744777,827849,2257498,1000740,1635876,1927343,1355833,521513,49998
"2002:Q4","HS",7169642,8839035,2988223,828054,520232,2268869,695987,1537671,1669393,1143637,505024,20733
"2002:Q4","NoHS",2274759,2642741,1049084,231129,129892,575704,194712,462219,367982,252997,115386,-401
"2003:Q1","College",27086694,31524397,9232825,1735728,4608553,6310972,3795671,5840648,4437703,3379375,849602,208726
